Transporter	Inhibitor	IC50 (uM)	KI (uM)	Substrate used	Cell system	References	OtherLink	
SLC47A2	risperidone	291		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	epinastine	29.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	aripiprazole	500		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	mitoxantrone	0.53		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	ethinyl estradiol	20.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	indinavir	500		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	pentamidine	2.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	pimozide	500		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	dihydroergotamine	12.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	pantoprazole	43.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	vecuronium bromide	25.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	nifekalant	6.5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	pantoprazole	500		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	camostat	12.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	ondansetron	0.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	ondansetron	0.16		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	famotidine	36.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	ritonavir	4.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	granisetron	311		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	pentamidine	10.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	ritonavir	23.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	maraviroc	297		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	gabexate	10.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	irinotecan	78.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	topotecan	8.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	Zafirlukast	7.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	Dabigatran	25.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	bithionol	6.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	prazosin	38.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	domperidone	14.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	chlorhexidine	0.5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	nifekalant	2.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	indinavir	7.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	23241029		
SLC47A2	Chloroquine	4		ipratropium 	HEK293-MATE2K	27676604		
SLC47A2	Pyrimethamine 	0.01		ipratropium 	HEK293-MATE2K	27676604		
SLC47A2	Cobicistat	3.2		1-methyl-4-phenylpyridinium (MPP+)	HEK293-MATE2K	31034908		
SLC47A2	Cimetidine 	5.47		Metformin	HEK293-MATE2K	27271370		
SLC47A2	Abemaciclib	0.75		Metformin	HEK293-MATE2K	30449032		
SLC47A2	Dasatinib	0.8		Metformin	HEK293-MATE2K	21252289		
SLC47A2	Erlotinib	3.45		Metformin	HEK293-MATE2K	21252289		
SLC47A2	Gefitinib	0.194		Metformin	HEK293-MATE2K	21252289		
SLC47A2	Sunitinib	0.86		Metformin	HEK293-MATE2K	21252289		
SLC47A2	Dipyridamole 	74		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE2K	21599003		
SLC47A2	moxifloxacin 	7.6		Metformin	HEK293-MATE2K	27645247		
SLC47A1	Agmatine	54		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Amantadine 	7.5		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Amiloride	2.4		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Atropine	6		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Clonidine 	8.09		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Famotidine	2.16		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Guanfacine 	3.5		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Imiquimod	14		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Ketoconazole	1.33		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Metformin	47		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Midodrine	109		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Naloxone	24.1		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Nialamide	212		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Nicotine	167		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Phentolamine	4.64		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Procainamide	24		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Proguanil	4.35		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Propranolol	7.81		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Quinidine	1.57		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Quinine	2		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	ranitidine	5.4		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Scopolamine	47.6		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Tacrine	0.51		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Tramadol	17.8		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Trichlormethiazide	249		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Trimethoprim	9.7		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Verapamil	42		1-methyl-4-phenylpyridinium (MPP+)	CHO-MATE1	22419765		
SLC47A1	Amphetamine 	94		Metformin	HEK293-MATE1	28428365		
SLC47A1	Metamphetamine	107		Metformin	HEK293-MATE1	28428365		
SLC47A1	Butylscopolamine	8.2		1-methyl-4-phenylpyridinium (MPP+)	HEK293-MATE1	27676604		
SLC47A1	Ipratropium	30.5		1-methyl-4-phenylpyridinium (MPP+)	HEK293-MATE1	27676604		
SLC47A1	Trospium	11.6		1-methyl-4-phenylpyridinium (MPP+)	HEK293-MATE1	27676604		
SLC47A1	Homatropine	18.7		1-methyl-4-phenylpyridinium (MPP+)	HEK293-MATE1	27676604		
SLC47A1	Scopolamine 	119.2		1-methyl-4-phenylpyridinium (MPP+)	HEK293-MATE1	27676604		
SLC47A1	disopyramide	66		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	21599003		
SLC47A1	orphenadrine	65		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	21599003		
SLC47A1	tacrine	1.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	21599003		
SLC47A1	dipyridamole	26		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	21599003		
SLC47A1	Imipramine	10		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	21599003		
SLC47A1	ondansetron	0.15		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	21599003		
SLC47A1	cimetidine	5.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	21599003		
SLC47A1	epinastine	1.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	ritonavir	2.1		Metformin	MDCK2- MATE1	23241029		
SLC47A1	indinavir	1.9		Metformin	MDCK2- MATE1	23241029		
SLC47A1	nifekalant	0.65		Metformin	MDCK2- MATE1	23241029		
SLC47A1	pantoprazole	2.8		Metformin	MDCK2- MATE1	23241029		
SLC47A1	ondansetron	0.01		Metformin	MDCK2- MATE1	23241029		
SLC47A1	nifekalant	1.1		Metformin	HEK293-MATE1	23241029		
SLC47A1	maraviroc	17.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	irinotecan	7.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	pentamidine	2		Metformin	HEK293-MATE1	23241029		
SLC47A1	irinotecan	4.3		Metformin	MDCK2- MATE1	23241029		
SLC47A1	cimetidine	1.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	pantoprazole	43.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	aripiprazole	130		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	Dabigatran	8.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	BITHIONOL	5.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	risperidone	1.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	topotecan	1.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	dihydroergotamine	2.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	imatinib	0.04		Metformin	MDCK2- MATE1	23241029		
SLC47A1	mitoxantrone	0.19		Metformin	MDCK2- MATE1	23241029		
SLC47A1	mitoxantrone	0.4		Metformin	HEK293-MATE1	23241029		
SLC47A1	cortisone	21.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	camostat	2.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	zafirlukast	1.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	famotidine	0.76		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	spironolactone	18.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	ranitidine	8.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	metformin	250		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	pentamidine	2.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	indinavir	7.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	ritonavir	4.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	irinotecan	2.1		Metformin	HEK293-MATE1	23241029		
SLC47A1	ritonavir	0.08		Metformin	HEK293-MATE1	23241029		
SLC47A1	pentamidine	0.41		Metformin	MDCK2- MATE1	23241029		
SLC47A1	pantoprazole	2.8		Metformin	HEK293-MATE1	23241029		
SLC47A1	prazosin	1.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	Vecuronium bromide	1.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	tubocurarine	9.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	amantadine	37.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	carvedilol	92.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	chlorhexidine	0.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	gabexate	0.5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	buspirone	1.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	ethinyl estradiol	21.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	mitoxantrone	0.53		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	imatinib	0.35		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	noscapine	34.5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	nifekalant	6.5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	sumatriptan	6.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	clonidine	33.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	losartan	250		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	rimantadine	7.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	astemizole	26.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	domperidone	2.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	granisetron	5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	imatinib	0.05		Metformin	HEK293-MATE1	23241029		
SLC47A1	ondansetron	0.03		Metformin	HEK293-MATE1	23241029		
SLC47A1	indinavir	1.7		Metformin	HEK293-MATE1	23241029		
SLC47A1	telmisartan	17.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	methyl ergonovine	250		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	ondansetron	0.16		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	quinidine	11.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	Levofloxacin	17.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	23241029		
SLC47A1	Chloroquine	1.5		ipratropium 	HEK293-MATE1	27676604		
SLC47A1	Pyrimethamine 	0.07		ipratropium 	HEK293-MATE1	27676604		
SLC47A1	Cimetidine 	2.56		Metformin	HEK293-MATE1	27271370		
SLC47A1	Cobicistat	4.4		1-methyl-4-phenylpyridinium (MPP+)	HEK293-MATE1	31034908		
SLC47A1	Abemaciclib	0.52		Metformin	HEK293-MATE1	30449032		
SLC47A1	Dasatinib	0.8		Metformin	HEK293-MATE1	21252289		
SLC47A1	Erlotinib	8		Metformin	HEK293-MATE1	21252289		
SLC47A1	Gefitinib	1.82		Metformin	HEK293-MATE1	21252289		
SLC47A1	Sunitinib	0.275		Metformin	HEK293-MATE1	21252289		
SLC47A1	Dipyridamole 	24		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-MATE1	21599003		
SLC47A1	Donepezil	0.78		Metformin	CHO-MATE1	27418674		
SLC47A1	Esmolol	11		Metformin	CHO-MATE1	27418674		
SLC47A1	Prochlorperazine	7.9		Metformin	CHO-MATE1	27418674		
SLC47A1	Omeprazole	16.1		Metformin	CHO-MATE1	27418674		
SLC47A1	Ketotifen	12.7		Metformin	CHO-MATE1	27418674		
SLC47A1	Dolutegravir	4.7		tetraethylammonium	CHO-MATE1	24646860		
ABCG2	Eltrombopag	2.1		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	Fostamatinib	0.05		Estrone 3-sulfate	BCRP membrane vesicles 	26700956		
ABCG2	Curcumin	1.6	0.7	sulfasalazine	BCRP membrane vesicles 	22300367		
ABCG2	Lapatinib	0.025		cimetidine	polarized MDCKII-BCRP  	25587128		
ABCG2	sulfasalazine	0.61		Estrone 3-sulfate	BCRP membrane vesicles 	26700956		
ABCG2	darunavir	75		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	lopinavir	8.7		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	clopidogrel	63		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	ezetimibe	2.9		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	fenofibrate	170		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	novobiocin	1.4		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	Ko143 	0.4		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	Cyclosporine	3.7		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	pantoprazole	9.6		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	sulfasalazine	2.9		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	atorvastatin	0.6		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	diclofenac	19.8		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	fluvastatin	1.1		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	nifedipine	10.7		rosuvastatin	polarized Caco-2 monolayer	26700956		
ABCG2	Afatinib	0.75		Estrone 3-sulfate	polarized Caco-2 monolayer		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/201292Orig1s000ClinPharmR.pdf 	
ABCG2	Aripiprazole	3.5		Methotrexate	BCRP membrane vesicles 	22847220		
ABCG2	Dehydroaripiprazole	0.52		Methotrexate	BCRP membrane vesicles 	22847220		
ABCG2	Axitinib	4.4		topotecan	polarized MDCKII-BCRP  	23729661		
ABCG2	Cyclosporine	13.4	6.7	Estrone 3-sulfate	BCRP membrane vesicles 	17220244		
ABCG2	Cyclosporine		7.8	Methotrexate	BCRP membrane vesicles 	17220244		
ABCG2	Elacridar	0.31		sunitinib	polarized MDCKII-BCRP  	21351087		
ABCG2	Gefitinib	1.01		topotecan	Transfected K562-BCRP	15367706		
ABCG2	Ivermectin	2.8	1.4	Estrone 3-sulfate	BCRP membrane vesicles 	20574995		
ABCG2	Ko143	0.013		Estrone 3-sulfate	BCRP membrane vesicles 	17220244		
ABCG2	Pantoprazole	5.5		Methotrexate	BCRP membrane vesicles 	19076159		
ABCG2	Quercetin	0.6		Methotrexate	BCRP membrane vesicles 	16489126		
ABCG2	Quizartinib (AC220)	0.5		pheophorbide A	Transfected K562-BCRP	23967177		
ABCG2	Rabeprazole	8.5		Methotrexate	BCRP membrane vesicles 	19076159		
ABCG2	Rilpivirine	1.5		pheophorbide A	polarized MDCKII-BCRP  	23428312		
ABCG2	Sunitinib	0.64	0.32	Estrone 3-sulfate	BCRP membrane vesicles 	20345483		
ABCG2	Tacrolimus	6		Methotrexate	BCRP membrane vesicles 	16489126		
ABCG2	Trametinib	1.1		cimetidine	polarized MDCKII-BCRP  		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204114Orig1s000ClinPharmR.pdf	
ABCG2	Vismodegib	2.4		prazosin	polarized MDCKII-BCRP  		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/203388Orig1s000ClinPharmR.pdf	
ABCG2	omeprazole 	17		Methotrexate	BCRP membrane vesicles 	19076159		
ABCG2	lansoprazole	14.4		Methotrexate	BCRP membrane vesicles 	19076159		
ABCG2	prazosin	10		Methotrexate	BCRP membrane vesicles 	16489126		
ABCG2	leflunomide	1.86		Methotrexate	BCRP membrane vesicles 	18397960		
ABCG2	teriflunomide	0.093		Methotrexate	BCRP membrane vesicles 	18397960		
ABCG2	Baricitinib	50		multiple	BCRP membrane vesicles 		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2018/207924Orig1s000ClinPharmR.pdf	
